clean_text,emotion
at the bus stop theres always a big pile of loogies so gross,positive
hi isla i hope it does too,positive
i want cookies for breakfast luckily im an adult and can do that,positive
well my dog still isnt at the shelter i hope someone good has him,positive
im concerned for that family,positive
if its any consolation ive had to abandon the back garden thanks to my superreflective laptop screen,positive
d thats good to know and i bet he looks just like you,positive
to you my friend,positive
i love the site what a hoot really enjoy the hair cuts in thailand always try to time ir just right thanks for the tip,positive
productive day,positive
i sure she can,positive
thinks fml should changed to lml love my life,positive
just set up a new computer again min i love norton ghost,positive
i had the best day ever i missed him more tomorrow too,positive
just finished yet another amazing book by susan elizabeth philips  god i love her books so much which one to read next hmmm,positive
is awake  still feeling sick     but i got the blog done at least,positive
gmorning hermana thank you for your testimonial it is wonderful posted already,positive
fuze was giving away capes at komens race for the cure today and id always love a hug from you hun,positive
reyour joint w  is crazy thx    hey trax heard a er rear ended you,positive
very sweet haha i am like super proud to be a new mom i feel like i got the perfect daughter and i am a great mom,positive
making german apple slice  nom nom nom,positive
good idea ill have to remove all the old receipts tissue paper and other nonsense before i can take a pic,positive
good morning people have a great day,positive
well thank your phone for me,positive
tikcets are only eachbut i so want to go,positive
i reeeally wish i could be there  havent been n a whilewhats goin on down there lately,positive
please let me know if it is allright de i need to know but first just wake up a little and enjoy the cofee,positive
thats great,positive
getting nails done how relaxing benji is only  hours away,positive
ohsummer beginsyay  the fighting crying and stress has started with the kidsits only been  hrs since they got out,stressed
under sooooo much stress lately,stressed
people at work are stressing me out,stressed
makin tea an its stressin me out,stressed
getting stressed over a sortie tomorrow and like i am really really stress,stressed
wat a stressful week i jus hope everything falls into place me,stressed
so tired,tired
is tired of summer already,tired
really tired and have to work the whole day tomorrow the thought of it depresses me  uncoooool,tired
is pretty dang tired but chambers class is for napping,tired
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday,tired
oh i am just so tired,tired
omgod im soooo tired    i dont think i have the energy to film today lol,tired
leaving work going to crystal to search for her license picking her and bia up then heading to vegas ugh im tired already,tired
its at  am im very tired but i cant sleep  but i try it,tired
i misses my bed  so sleepy,tired
helloaint been tweetin all day cuz i had  switch things over  da new place exhausted and sick,tired
im so very tiredand have insomnia,tired
is tired and turning off the internet you can play on it in the morning,tired
sick n tired of people who steal other peoples work,tired
its  hs and im still at the officereally tiredwanna go home,tired
tired as heck i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work,tired
is tired and sad,tired
tiredbut cant go to bed yet,tired
omg really  i sowwy ill do it again p i was tired when i did that this morning p lol,tired
